match_id,player_id,date,competition,round,home_team,away_team,home_score,away_score,venue,attendance,player_name,player_nationality,team,position,started,minutes_played,goals,assists,yellow_cards,red_cards,sub_on_min,sub_off_min,notes
LC001,P001,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Calum Ward,SCO,Motherwell,GK,1,90,0,,0,0,,,
LC001,P002,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Johnny Koutroumbis,GRE,Motherwell,DEF,1,90,0,,0,0,,,
LC001,P003,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Liam Gordon,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC001,P004,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Paul McGinn,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC001,P027,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,L. Wilson,SCO,Motherwell,DEF,1,90,0,,0,0,,,Pre-season squad member; full name unconfirmed
LC001,P006,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Lukas Fadinger,AUT,Motherwell,MID,1,90,0,,0,0,,,
LC001,P007,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Elliot Watt,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC001,P009,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Callum Slattery,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC001,P028,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,L. Miller,SCO,Motherwell,MID,1,90,0,,0,0,,,Pre-season squad member; full name unconfirmed
LC001,P008,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Tawanda Maswanhise,ZIM,Motherwell,FWD,1,90,2,,0,0,,,Goals: 21' and 48'. Penalty shootout goals not included.
LC001,P011,2025-07-12,Scottish League Cup,Group Stage – Group G,Clyde,Motherwell,2,2,"Broadwood Stadium, Cumbernauld",1931,Apostolos Stamatelopoulos,GRE,Motherwell,FWD,1,90,0,,0,0,,,
LC002,P021,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Connolly,SCO,Motherwell,GK,1,90,0,,0,0,,,
LC002,P002,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Johnny Koutroumbis,GRE,Motherwell,DEF,1,90,0,,0,0,,,
LC002,P003,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Liam Gordon,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC002,P004,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Paul McGinn,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC002,P005,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Emmanuel Longelo,ENG,Motherwell,DEF,1,90,1,,0,0,,,Goal: 28'
LC002,P006,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Lukas Fadinger,AUT,Motherwell,MID,1,90,1,,0,0,,,Goal: 90+1'
LC002,P007,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Elliot Watt,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC002,P009,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Callum Slattery,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC002,P010,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Elijah Just,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC002,P013,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Tom Sparrow,ENG,Motherwell,DEF,1,90,0,,0,0,,,
LC002,P020,2025-07-15,Scottish League Cup,Group Stage – Group G,Motherwell,Peterhead,2,1,"Fir Park, Motherwell",2657,Akinola Sule,ENG,Motherwell,FWD,1,90,0,,0,0,,,
LC003,P021,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Connolly,SCO,Motherwell,GK,1,90,0,,0,0,,,
LC003,P002,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Johnny Koutroumbis,GRE,Motherwell,DEF,1,78,0,,0,0,,78,Substituted off 78'
LC003,P004,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Paul McGinn,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC003,P003,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Liam Gordon,SCO,Motherwell,DEF,1,90,0,,0,0,,,
LC003,P005,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Emmanuel Longelo,ENG,Motherwell,DEF,1,45,0,,0,0,,45,Substituted at half-time
LC003,P007,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Elliot Watt,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC003,P009,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Callum Slattery,SCO,Motherwell,MID,1,90,0,,0,0,,,
LC003,P006,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Lukas Fadinger,AUT,Motherwell,MID,1,90,0,,0,0,,,
LC003,P013,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Tom Sparrow,ENG,Motherwell,DEF,1,54,0,,0,0,,54,Substituted off 54'
LC003,P010,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Elijah Just,SCO,Motherwell,MID,1,45,0,,0,0,,45,Substituted at half-time
LC003,P020,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Akinola Sule,ENG,Motherwell,FWD,1,54,0,,0,0,,54,Substituted off 54'
LC003,P012,2025-07-19,Scottish League Cup,Group Stage – Group G,Stenhousemuir,Motherwell,0,1,"Ochilview Park, Stenhousemuir",,Stephen O'Donnell,SCO,Motherwell,DEF,0,,1,,0,0,45,,Came on as substitute; scored (minute uncertain)
LC004,P011,2025-07-22,Scottish League Cup,Group Stage – Group G,Motherwell,Greenock Morton,3,0,"Fir Park, Motherwell",,Apostolos Stamatelopoulos,GRE,Motherwell,FWD,,,1,,0,0,,,Opening goal
LC004,P008,2025-07-22,Scottish League Cup,Group Stage – Group G,Motherwell,Greenock Morton,3,0,"Fir Park, Motherwell",,Tawanda Maswanhise,ZIM,Motherwell,FWD,,,2,,0,0,,,Brace – 'magnificent double'
